gid,customer_tweet_id,brand_tweet_id,created_at,context,customer_message,brand_reply,n_context_turns,customer_seen_in_kb,intent,should_escalate,escalation_reason,note,taxonomy_gap,insufficient_context,multi_intent,evidence_unavailable
g162,559038,559039,2017-12-02 22:18:31+00:00,"customer: trying to download disney infinity on iPad but unable to locate it. Please advise how to recover. Thanks.
brand: So that we're on the same page, you had this installed in the past, but deleted it?
customer: Correct.
brand: OK, go in to the App Store and at the top right click the icon that looks like a portrait of someone. Then in there select Purchased, then just switch to the ""Not on this iPad"" tab to reduce the list to just things that aren't currently installed on the device.",We tried that but didn’t find it.,OK then just search the App Store for the application and re-download it from there.,4,False,apps_services,True,repeat_contact,"2 brand turns, steps failed; app removed from store",False,False,False,False
g163,2922757,2922756,2017-11-29 01:36:48+00:00,,Every single #iOS new update is making my iPhone6 slow as hell after in installs. What’s up with this buggy software OS ??,We'll gladly do anything we can to get this sorted out. Are you running iOS 11.1.2? Let us know in DM. <url>,0,False,performance_crash,False,none,,False,False,False,False
g164,592254,592255,2017-12-03 18:37:22+00:00,"customer: howdy. My Apple Music hasn't been working the last few days, just keeps saying loading when I try to search for music or go into the browse section. Any idea what it could be? <url>
brand: Thanks for reaching out! Let's see what's going on so you can get back to enjoying your music. We'll start with some isolation, can you try to disconnect from Wi-Fi and see if you're experiencing this same behavior on your cellular network?
customer: Yeah it's the exact same unfortunately!
brand: Thank you for letting us know. Which iOS version are you using under Settings > General > About?",10.2.1,"Thank you! We recommend creating backup of your data, and update your iOS to iOS 11.2. This article has the details: <url>",4,False,apps_services,False,none,2 brand turns but diagnostic progress,False,False,False,False
g165,101274,101273,2017-11-30 17:03:48+00:00,,Alguien sabe pxq le pasa esto a mi nuevo iPhone X ese cuadro q?😤 <url>,We offer support via Twitter in English. Get help in Spanish here: <url> or join <url>,0,False,non_english,False,none,,False,False,False,True
g166,596937,596939,2017-12-03 19:29:59+00:00,"customer: my iPhone 8+ GPS has not been working properly since yesterday. It was running just fine when I got it last week. I’ve reset network settings/restarted my phone, but nothing.
brand: GPS can be vital for helping you get where you need to be; let's get this sorted out. What exactly is happening with the GPS? Are you using the Maps application, or another app?","With apple maps and google maps, my location “indicator” does not keep up with what my actual location is (i.e. the blue “dot” appears stuck when driving from one location to another and will make sudden adjustments, but appear stuck again)","Thanks for clearing that up for us. Since you mentioned this started yesterday, can you let us know if there were any changes made to your iPhone at that time? For example, were any updates installed, or any settings changed?",2,False,connectivity,True,repeat_contact,reset network settings + restart tried,True,False,False,False
g167,2948335,2948337,2017-11-29 16:21:15+00:00,"customer: ummm this last iOS update has deleted my iTunes library I’m unable to download it from iCloud & can’t playback the few songs that are on my phone WTF?!?!
brand: Let's take a look into this together. Which device are you using?",iPhone 7 Plus,"Alright, are you getting any error messages? Also, do you have an Apple Music subscription?",2,False,data_loss_sync,False,none,,False,False,False,False
g168,542370,542369,2017-12-02 07:46:04+00:00,,Same ISSUE !!! <url>,"We can help out. We need to get you updated to iOS 11.2. The process is going to be a little different from a typical update. Use the instructions here: <url> Before updating, make sure you have a current backup. Tell us in DM if the issue continues: <url>",0,False,general_complaint,False,none,'same issue' with image only,False,True,False,True
g169,2953825,2953824,2017-11-29 18:22:15+00:00,,dear god please help me <url>,Thanks for reaching out. Here's a great article to help you restore your iPhone from a more recent backup: <url>,0,False,general_complaint,False,none,image only,False,True,False,True
g170,90310,2908114,2017-11-28 20:09:08+00:00,"customer: Dear , we noticed a *HUGE* security issue at MacOS High Sierra. Anyone can login as ""root"" with empty password after clicking on login button several times. Are you aware of it ?",I can confirm the behavior on my machine running 10.13.1. Absolutely unbelievable!,"We'd like to take a closer look at what's happening. DM us with more details, including what type of Mac you're using. We'll look forward to chatting with you further. <url>",1,False,general_complaint,False,none,"root vuln confirmation, not a support symptom",True,False,False,False
g171,2905243,2905241,2017-11-28 19:00:00+00:00,,"Hey , I'm trying to schedule a service appointment for a black screen, requires a two-factor authentication that is being sent to the same phone that doesn't work? Tried to call, it also requires me to log into the phone that currently doesn't work??","Hey, we can help you get back onto your iPhone. Does your iPhone appear to be powered on despite the blank screen? For example, can you hear sounds or feel vibrations from alerts?",0,False,account_store_repair,True,private_info,black screen first; 2FA blocking appointment also private_info,False,False,True,False
g172,588178,588177,2017-12-03 13:23:40+00:00,,"o seus arrombado, começa a fazer cabo e fone decente e que não quebre com tempo de uso E PARA DE SÓ MELHORAR A PORRA DA CÂMERA, SEUS FILHA DA PUTA <url>","Since our Twitter support is available in English, get help at <url> or join <url>",0,False,non_english,False,none,Portuguese,False,False,False,True
g173,2910456,2910455,2017-11-28 21:19:29+00:00,,need some help regarding apple music please contact ...,We'll help in any way we can. Please let us know more about what's happening.,0,False,apps_services,False,none,"Apple Music, no symptom; clarify",False,True,False,False
g174,520288,520286,2017-12-02 01:48:56+00:00,,DELETE THIS SHIT I️ <—,"We've released an update which should fix this issue. To install this version, iOS 11.1.2, make sure to create a backup and update using the steps here: <url> Let us know if we can help with anything else!",0,False,keyboard_text_bug,False,none,,False,False,False,False
g175,463920,463919,2017-12-01 03:32:02+00:00,,i just wanna know where my concert pics and vIDS ARE why did i wake up in the morning to all of my frickin pictures missing?,We'd love to help. DM us and let us know if you are managing your photos using the iCloud Photo Library feature. We can go from there. <url>,0,False,data_loss_sync,False,none,,False,False,False,False
g176,513602,513601,2017-12-01 23:24:58+00:00,,Anyone else have problems with the #iPhone randomly closing when typing a response to texts from the lock screen?? And it doesn’t save what you typed! #annoying #fixit T,Let's take a look together to get the Messages app working right when answering texts from notifications on your lock screen. Which device model do you have and what's the exact iOS version number installed? Tired any steps so far and when did this start?,0,False,performance_crash,False,none,Messages closing from lock screen,False,False,False,False
g177,2920022,2920021,2017-11-29 00:55:18+00:00,,Just finished working out and realized my wrist is tender.....my Apple Watch burned me! Ugh I don't think this is normal?!?! #Apple #AppleWatch #burn #notnormal <url>,Let's take a look at this further you. Which Apple Watch model do you have? <url> Let us know in DM. <url>,0,False,hardware_damage,True,safety,watch burn,False,False,False,True
g178,449441,449440,2017-11-30 21:00:08+00:00,"customer: Anybody else having problems with . It’s letting me download apps. But when trying to update apps it wants a password then says it’s wrong #FirstWorldProblems
customer: Ok so changed my password & when I logged back in it said the new password was wrong. My account is now locked and had to start account recovery. App Store regular says my password is wrong what’s going on
brand: Is this happening when trying to update apps? If so, when you start to update the app, in the window that asks for the password, is it the same Apple ID that you are currently using?",Forget that it is a different email. A email address I’m not even logged in with,"OK, thank you. Is this other Apple ID one that you've used before and know the password to? Let us know in DM and we'll continue there. <url>",3,False,account_store_repair,True,private_info,"account locked, different Apple ID",False,False,False,False
g179,449487,449485,2017-11-30 20:54:23+00:00,,just got the iPhone 8plus. Restored my phone from a backup and got everything except my photos. I had 4 thousand plus photos and I had iCloud photo sharing on. How can I recover? They show up on my iPad however not my iPhone 8,We're happy to help with your photos. Do you have iCloud Photo Library turned on? Here is more information: <url> If you need more help. Reach us via to continue. <url>,0,True,data_loss_sync,False,none,,False,False,False,False
g180,480616,480615,2017-12-01 04:17:03+00:00,,I played a German song on Spotify and now half of my phone is in German wtf,"Let's look into this together. To get started, check Settings > General > Language & Region. Is the iPhone Language set to English?",0,False,apps_services,False,none,language partly switched; settings check,False,False,False,False
g181,2903769,2903768,2017-11-28 18:36:52+00:00,,anyone know how to upload an iMovie file to YouTube or anywhere when storage on iPad is full? Literally nothing left to delete and won't upload to iCloud even though there's loads of room (need to delete stuff from iPad message appears) - help,"You're in the right place for help! So we can take an in-depth look at the storage usage and provide the most accurate steps to freeing up storage on the iPad, select the following link to join us in a DM and we'll continue there. <url>",0,False,data_loss_sync,False,none,storage full,False,False,False,False
g182,592217,592216,2017-12-03 16:50:19+00:00,,"Yooo how come suddenly every time I plug my #iphone7 into my computer, it changes my ringtones? Never did this before.","Let's look into this together. Send us a DM with your iPhone's current iOS version, and we'll continue there together. <url>",0,False,apps_services,False,none,iTunes sync changing ringtones,False,False,False,False
g183,570902,570901,2017-12-03 03:56:07+00:00,,Doing a fresh install of iOS 11.2 now. This constant rebooting bug is unacceptable for an product! Completely unusable.,We know how important it is for your iPhone to work. We're happy to help. Let us know in DM if the update helps resolve the issue. <url>,0,False,performance_crash,False,none,fresh install in progress,False,False,False,False
g184,604005,604004,2017-12-03 22:53:38+00:00,,"MacBook did the ""security update"". Now runs hot and CPU using 25% of resources at idle. What gives ?","Let us look into that with you. Send us a DM, we'll continue there. <url>",0,False,performance_crash,False,none,hot + CPU idle load after update,False,False,False,False
g185,520152,520154,2017-12-02 02:38:46+00:00,,"Alright, real talk. Has ’s service been down a bit in St. George, UT or is not so secretly sabotaging my 6S+ now that the newer phones are out??",We'd like to see how we can help. What exactly is happening with your cellular connection and which exact iOS version number is installed? Have you tried any steps on your iPhone 6s Plus and when did this start? <url>,0,False,connectivity,False,none,,False,False,False,False
g186,558407,558409,2017-12-02 21:39:48+00:00,"customer: who is behind this account? Is it really Apple? Your handling of questions about Apple Pay Cash is misleading... no, incompetent. Why are you telling people there’s no Apple Pay Cash in 11.2 when the update says it is? <url>
brand: Please send us a DM, so we can help further. <url>",No I’m not going to DM you. Is there something special here that requires closed doors?,"If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week.",2,False,apps_services,False,none,refuses DM; public answer on Apple Pay Cash rollout is right,False,False,False,False
g187,87027,87025,2017-11-30 08:55:52+00:00,,Left home 20 minutes ago with full battery. Now on 28%. What a pile of 💩 your latest IOS is. And in the rind I’ve typed this tweet I’ve lost another 3 %.,"We can help out with battery life! What iOS version is the device on, and which device are you currently using?",0,False,battery_power,False,none,,False,False,False,False
g188,599136,599135,2017-12-03 20:00:50+00:00,,"Se me cayó mi celular desde el tercer piso del antro y ya no quiere servir la pantalla, súper mala calidad, no aguanta nada",We offer support via Twitter in English. Get help in Spanish here: <url> or join <url>,0,False,non_english,False,none,,False,False,False,False
g189,105323,105322,2017-11-30 18:29:01+00:00,,MY AIRPODS CASE WONT ChARGE WTF,We are here to help. Is it both that will not charge or just one?,0,False,battery_power,False,none,AirPods case won't charge; try cable first,False,False,False,False
g190,483223,483222,2017-12-01 07:31:38+00:00,,"Dear After testing the faceID for some time, I have a suggestion. Add an extra layer of security feature, which requires blinking before the device unlocks. This feature will tackle two issues: 1- sleeping 2- masking manikins Thanx",Thanks for reaching out to let us know. Your feedback is extremely important to us. Feel free to share your ideas with us here: <url>,0,False,other,False,none,feature suggestion,False,False,False,False
g191,94757,94759,2017-12-01 11:14:58+00:00,"customer: After i updated my iphone 6s to 11.1.2 the battery started draining really fast and there is issue in charging too
brand: We get how important battery life is to be able to rely on your device. Let's get started troubleshooting what is going on. How long ago did you update to 11.1.2? Additionally, in the App Store, do you have any updates to install? If so, go ahead and do so.",it’s been 5-6 days when i updated to 11.1.2 and all the apps are on their latest version. So what’s next?,Thank you. Let's take a closer look into support options in DM. Send us a message with the country you're located in and we will follow up there. <url>,2,False,battery_power,True,repeat_contact,"1 brand turn; update done, no restart/reset stated",False,False,False,False
g192,582797,582795,2017-12-03 04:48:01+00:00,,"FIX THIS ""IPHONE RESTARTING EVERY FUCKING 30 SECONDS"" SHIT 👏😡 PLZ🤧 <url>","Thanks for reaching out about this behavior. Does that still continue after following the steps from this article? <url> Let us know your results, and we’ll keep moving from there.",0,False,performance_crash,False,none,,False,False,False,True
g193,590857,590856,2017-12-03 16:18:10+00:00,,just upgraded from a iPhone 5s to a 7 and it’s still slow as fuck. Should have went for instead 😭,That should not be happening. Let us help with your iPhone 7. Which version of iOS are you using? You can check in Settings > General > About.,0,True,performance_crash,False,none,,False,False,False,False
g194,584826,584825,2017-12-03 07:31:11+00:00,,"Y cant “remove download” simply mean get it off my phone, stop showin me whats not downloaded on my phone, and not HIDE the track????",It sounds like you don't want to download or see the track in the Music app. Is that correct? Please send us a DM. <url>,0,False,apps_services,False,none,,False,False,False,False
g195,571841,571840,2017-12-03 04:15:05+00:00,,😒somebody get these damn question marks please,"Hi there. We're here for you. We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: <url>",0,False,keyboard_text_bug,False,none,,False,False,False,False
g196,552025,552024,2017-12-02 15:30:48+00:00,,I know my iPhone is not the only one that keeps rebooting every 30 seconds!!!!!!! 🤦🏽‍♂️🤦🏽‍♂️,We're here to help. Check out this article with some steps to help resolve this issue: <url> Be sure to back up your data beforehand.,0,False,performance_crash,False,none,,False,False,False,False
